vehicle_id,timestamp_ms,latitude,longitude,speed_kmh
2,3400,47.648667,-122.332947,22.0
2,3600,47.648667,-122.332963,22.0
2,3800,47.648667,-122.332979,22.0
2,4000,47.648667,-122.332996,22.0
2,4200,47.648667,-122.333012,22.0
2,4400,47.648667,-122.333029,22.0
2,4600,47.648667,-122.333045,22.0
2,4800,47.648667,-122.333062,22.0
2,5000,47.648667,-122.333078,22.0
2,5200,47.648667,-122.333095,22.0
2,5400,47.648667,-122.333111,35.6
2,5600,47.648667,-122.333083,35.6
2,5800,47.648667,-122.333056,35.6
2,6000,47.648667,-122.333028,35.6
2,6200,47.648667,-122.333000,35.6
2,6400,47.648667,-122.332972,35.6
2,6600,47.648667,-122.332944,35.6
2,6800,47.648667,-122.332917,35.6
2,7000,47.648667,-122.332889,35.6
2,7200,47.648667,-122.332861,35.6
2,7400,47.648667,-122.332833,35.6
2,7600,47.648667,-122.332806,35.6
2,7800,47.648667,-122.332778,35.6
2,8000,47.648667,-122.332750,35.6
2,8200,47.648667,-122.332722,35.6
2,8400,47.648667,-122.332694,35.6
2,8600,47.648667,-122.332667,20.0
2,8800,47.648667,-122.332681,20.0
2,9000,47.648667,-122.332696,20.0
2,9200,47.648667,-122.332711,20.0
2,9400,47.648667,-122.332726,20.0
2,9600,47.648667,-122.332741,20.0
2,9800,47.648667,-122.332756,20.0
2,10000,47.648667,-122.332770,20.0
2,10200,47.648667,-122.332785,20.0
2,10400,47.648667,-122.332800,20.0
2,10600,47.648667,-122.332815,20.0
2,10800,47.648667,-122.332830,20.0
2,11000,47.648667,-122.332844,20.0
2,11200,47.648667,-122.332859,20.0
2,11400,47.648667,-122.332874,20.0
2,11600,47.648667,-122.332889,20.0
2,11800,47.648667,-122.332904,20.0
2,12000,47.648667,-122.332919,20.0
2,12200,47.648667,-122.332933,20.0
2,12400,47.648667,-122.332948,20.0
2,12600,47.648667,-122.332963,20.0
2,12800,47.648667,-122.332978,20.0
2,13000,47.648667,-122.332993,20.0
2,13200,47.648667,-122.333007,20.0
2,13400,47.648667,-122.333022,20.0
2,13600,47.648667,-122.333037,20.0
2,13800,47.648667,-122.333052,20.0
2,14000,47.648667,-122.333067,20.0
2,14200,47.648667,-122.333081,20.0
2,14400,47.648667,-122.333096,20.0
2,14600,47.648667,-122.333111,21.7
2,14800,47.648667,-122.333095,21.7
2,15000,47.648667,-122.333078,21.7
2,15200,47.648667,-122.333062,21.7
2,15400,47.648667,-122.333045,21.7
2,15600,47.648667,-122.333029,21.7
2,15800,47.648667,-122.333012,21.7
2,16000,47.648667,-122.332996,21.7
2,16200,47.648667,-122.332979,21.7
2,16400,47.648667,-122.332963,21.7
2,16600,47.648667,-122.332947,21.7
2,16800,47.648667,-122.332930,21.7
2,17000,47.648667,-122.332914,21.7
2,17200,47.648667,-122.332897,21.7
2,17400,47.648667,-122.332881,21.7
2,17600,47.648667,-122.332864,21.7
2,17800,47.648667,-122.332848,21.7
2,18000,47.648667,-122.332831,21.7
2,18200,47.648667,-122.332815,21.7
2,18400,47.648667,-122.332798,21.7
2,18600,47.648667,-122.332782,21.7
2,18800,47.648667,-122.332765,21.7
2,19000,47.648667,-122.332749,21.7
2,19200,47.648667,-122.332733,21.7
2,19400,47.648667,-122.332716,21.7
2,19600,47.648667,-122.332700,21.7
2,19800,47.648667,-122.332683,21.7
2,20000,47.648667,-122.332667,32.7
2,20200,47.648667,-122.332691,32.7
2,20400,47.648667,-122.332716,32.7
2,20600,47.648667,-122.332741,32.7
2,20800,47.648667,-122.332765,32.7
2,21000,47.648667,-122.332790,32.7
2,21200,47.648667,-122.332815,32.7
2,21400,47.648667,-122.332840,32.7
2,21600,47.648667,-122.332864,32.7
2,21800,47.648667,-122.332889,32.7
2,22000,47.648667,-122.332914,32.7
2,22200,47.648667,-122.332938,32.7
2,22400,47.648667,-122.332963,32.7
2,22600,47.648667,-122.332988,32.7
2,22800,47.648667,-122.333012,32.7
2,23000,47.648667,-122.333037,32.7
2,23200,47.648667,-122.333062,32.7
2,23400,47.648667,-122.333086,32.7
2,23600,47.648667,-122.333111,49.0
2,23800,47.648667,-122.333074,49.0
2,24000,47.648667,-122.333037,49.0
2,24200,47.648667,-122.333000,49.0
2,24400,47.648667,-122.332963,49.0
2,24600,47.648667,-122.332926,49.0
2,24800,47.648667,-122.332889,49.0
2,25000,47.648667,-122.332852,49.0
2,25200,47.648667,-122.332815,49.0
2,25400,47.648667,-122.332778,49.0
2,25600,47.648667,-122.332741,49.0
2,25800,47.648667,-122.332704,49.0
2,26000,47.648667,-122.332667,17.4
2,26200,47.648667,-122.332654,17.4
2,26400,47.648667,-122.332641,17.4
2,26600,47.648667,-122.332627,17.4
2,26800,47.648667,-122.332614,17.4
2,27000,47.648667,-122.332601,17.4
2,27200,47.648667,-122.332588,17.4
2,27400,47.648667,-122.332575,17.4
2,27600,47.648667,-122.332562,17.4
2,27800,47.648667,-122.332549,17.4
2,28000,47.648667,-122.332536,17.4
2,28200,47.648667,-122.332523,17.4
2,28400,47.648667,-122.332510,17.4
2,28600,47.648667,-122.332497,17.4
2,28800,47.648667,-122.332484,17.4
2,29000,47.648667,-122.332471,17.4
2,29200,47.648667,-122.332458,17.4
2,29400,47.648667,-122.332444,17.4
2,29600,47.648667,-122.332431,17.4
2,29800,47.648667,-122.332418,17.4
2,30000,47.648667,-122.332405,17.4
2,30200,47.648667,-122.332392,17.4
2,30400,47.648667,-122.332379,17.4
2,30600,47.648667,-122.332366,17.4
2,30800,47.648667,-122.332353,17.4
2,31000,47.648667,-122.332340,17.4
2,31200,47.648667,-122.332327,17.4
2,31400,47.648667,-122.332314,17.4
2,31600,47.648667,-122.332301,17.4
2,31800,47.648667,-122.332288,17.4
2,32000,47.648667,-122.332275,17.4
2,32200,47.648667,-122.332261,17.4
2,32400,47.648667,-122.332248,17.4
2,32600,47.648667,-122.332235,17.4
2,32800,47.648667,-122.332222,46.4
2,33000,47.648690,-122.332222,46.4
2,33200,47.648714,-122.332222,46.4
2,33400,47.648738,-122.332222,46.4
2,33600,47.648762,-122.332222,46.4
2,33800,47.648786,-122.332222,46.4
2,34000,47.648810,-122.332222,46.4
2,34200,47.648833,-122.332222,46.4
2,34400,47.648857,-122.332222,46.4
2,34600,47.648881,-122.332222,46.4
2,34800,47.648905,-122.332222,46.4
2,35000,47.648929,-122.332222,46.4
2,35200,47.648952,-122.332222,46.4
2,35400,47.648976,-122.332222,46.4
2,35600,47.649000,-122.332222,46.4
2,35800,47.649024,-122.332222,46.4
2,36000,47.649048,-122.332222,46.4
2,36200,47.649071,-122.332222,46.4
2,36400,47.649095,-122.332222,46.4
2,36600,47.649119,-122.332222,46.4
2,36800,47.649143,-122.332222,46.4
2,37000,47.649167,-122.332222,46.4
2,37200,47.649190,-122.332222,46.4
2,37400,47.649214,-122.332222,46.4
2,37600,47.649238,-122.332222,46.4
2,37800,47.649262,-122.332222,46.4
2,38000,47.649286,-122.332222,46.4
2,38200,47.649310,-122.332222,46.4
2,38400,47.649333,-122.332222,0.0
3,0,47.646000,-122.331333,48.3
3,200,47.646000,-122.331296,48.3
3,400,47.646000,-122.331259,48.3
3,600,47.646000,-122.331222,48.3
3,800,47.646000,-122.331185,48.3
3,1000,47.646000,-122.331148,48.3
3,1200,47.646000,-122.331111,48.3
3,1400,47.646000,-122.331074,48.3
3,1600,47.646000,-122.331037,48.3
3,1800,47.646000,-122.331000,48.3
3,2000,47.646000,-122.330963,48.3
3,2200,47.646000,-122.330926,48.3
3,2400,47.646000,-122.330889,18.3
3,2600,47.646000,-122.330875,18.3
3,2800,47.646000,-122.330861,18.3
3,3000,47.646000,-122.330847,18.3
3,3200,47.646000,-122.330833,18.3
3,3400,47.646000,-122.330819,18.3
3,3600,47.646000,-122.330806,18.3
3,3800,47.646000,-122.330792,18.3
3,4000,47.646000,-122.330778,18.3
3,4200,47.646000,-122.330764,18.3
3,4400,47.646000,-122.330750,18.3
3,4600,47.646000,-122.330736,18.3
3,4800,47.646000,-122.330722,18.3
3,5000,47.646000,-122.330708,18.3
3,5200,47.646000,-122.330694,18.3
3,5400,47.646000,-122.330681,18.3
3,5600,47.646000,-122.330667,18.3
3,5800,47.646000,-122.330653,18.3
3,6000,47.646000,-122.330639,18.3
3,6200,47.646000,-122.330625,18.3
3,6400,47.646000,-122.330611,18.3
3,6600,47.646000,-122.330597,18.3
3,6800,47.646000,-122.330583,18.3
3,7000,47.646000,-122.330569,18.3
3,7200,47.646000,-122.330556,18.3
3,7400,47.646000,-122.330542,18.3
3,7600,47.646000,-122.330528,18.3
3,7800,47.646000,-122.330514,18.3
3,8000,47.646000,-122.330500,18.3
3,8200,47.646000,-122.330486,18.3
3,8400,47.646000,-122.330472,18.3
3,8600,47.646000,-122.330458,18.3
3,8800,47.646000,-122.330444,40.2
3,9000,47.646000,-122.330413,40.2
3,9200,47.646000,-122.330381,40.2
3,9400,47.646000,-122.330349,40.2
3,9600,47.646000,-122.330317,40.2
3,9800,47.646000,-122.330286,40.2
3,10000,47.646000,-122.330254,40.2
3,10200,47.646000,-122.330222,40.2
3,10400,47.646000,-122.330190,40.2
3,10600,47.646000,-122.330159,40.2
3,10800,47.646000,-122.330127,40.2
3,11000,47.646000,-122.330095,40.2
3,11200,47.646000,-122.330063,40.2
3,11400,47.646000,-122.330032,40.2
3,11600,47.646000,-122.330000,0.0
4,0,47.646000,-122.330889,35.8
4,200,47.646000,-122.330861,35.8
4,400,47.646000,-122.330833,35.8
4,600,47.646000,-122.330806,35.8
4,800,47.646000,-122.330778,35.8
4,1000,47.646000,-122.330750,35.8
4,1200,47.646000,-122.330722,35.8
4,1400,47.646000,-122.330694,35.8
4,1600,47.646000,-122.330667,35.8
4,1800,47.646000,-122.330639,35.8
4,2000,47.646000,-122.330611,35.8
4,2200,47.646000,-122.330583,35.8
4,2400,47.646000,-122.330556,35.8
4,2600,47.646000,-122.330528,35.8
4,2800,47.646000,-122.330500,35.8
4,3000,47.646000,-122.330472,35.8
4,3200,47.646000,-122.330444,15.0
4,3400,47.646007,-122.330444,15.0
4,3600,47.646015,-122.330444,15.0
4,3800,47.646022,-122.330444,15.0
4,4000,47.646030,-122.330444,15.0
4,4200,47.646037,-122.330444,15.0
4,4400,47.646045,-122.330444,15.0
4,4600,47.646052,-122.330444,15.0
4,4800,47.646060,-122.330444,15.0
4,5000,47.646067,-122.330444,15.0
4,5200,47.646075,-122.330444,15.0
4,5400,47.646082,-122.330444,15.0
4,5600,47.646090,-122.330444,15.0
4,5800,47.646097,-122.330444,15.0
4,6000,47.646105,-122.330444,15.0
4,6200,47.646112,-122.330444,15.0
4,6400,47.646120,-122.330444,15.0
4,6600,47.646127,-122.330444,15.0
4,6800,47.646135,-122.330444,15.0
4,7000,47.646142,-122.330444,15.0
4,7200,47.646150,-122.330444,15.0
4,7400,47.646157,-122.330444,15.0
4,7600,47.646165,-122.330444,15.0
4,7800,47.646172,-122.330444,15.0
4,8000,47.646180,-122.330444,15.0
4,8200,47.646187,-122.330444,15.0
4,8400,47.646195,-122.330444,15.0
4,8600,47.646202,-122.330444,15.0
4,8800,47.646210,-122.330444,15.0
4,9000,47.646217,-122.330444,15.0
4,9200,47.646225,-122.330444,15.0
4,9400,47.646232,-122.330444,15.0
4,9600,47.646240,-122.330444,15.0
4,9800,47.646247,-122.330444,15.0
4,10000,47.646255,-122.330444,15.0
4,10200,47.646262,-122.330444,15.0
4,10400,47.646270,-122.330444,15.0
4,10600,47.646277,-122.330444,15.0
4,10800,47.646285,-122.330444,15.0
4,11000,47.646292,-122.330444,15.0
4,11200,47.646300,-122.330444,15.0
4,11400,47.646307,-122.330444,15.0
4,11600,47.646315,-122.330444,15.0
4,11800,47.646322,-122.330444,15.0
4,12000,47.646330,-122.330444,15.0
4,12200,47.646337,-122.330444,15.0
4,12400,47.646345,-122.330444,15.0
4,12600,47.646352,-122.330444,15.0
4,12800,47.646360,-122.330444,15.0
4,13000,47.646367,-122.330444,15.0
4,13200,47.646375,-122.330444,15.0
4,13400,47.646382,-122.330444,15.0
4,13600,47.646390,-122.330444,15.0
4,13800,47.646397,-122.330444,15.0
4,14000,47.646404,-122.330444,15.0
4,14200,47.646412,-122.330444,15.0
4,14400,47.646419,-122.330444,15.0
4,14600,47.646427,-122.330444,15.0
4,14800,47.646434,-122.330444,15.0
4,15000,47.646442,-122.330444,15.0
4,15200,47.646449,-122.330444,15.0
4,15400,47.646457,-122.330444,15.0
4,15600,47.646464,-122.330444,15.0
4,15800,47.646472,-122.330444,15.0
4,16000,47.646479,-122.330444,15.0
4,16200,47.646487,-122.330444,15.0
4,16400,47.646494,-122.330444,15.0
4,16600,47.646502,-122.330444,15.0
4,16800,47.646509,-122.330444,15.0
4,17000,47.646517,-122.330444,15.0
4,17200,47.646524,-122.330444,15.0
4,17400,47.646532,-122.330444,15.0
4,17600,47.646539,-122.330444,15.0
4,17800,47.646547,-122.330444,15.0
4,18000,47.646554,-122.330444,15.0
4,18200,47.646562,-122.330444,15.0
4,18400,47.646569,-122.330444,15.0
4,18600,47.646577,-122.330444,15.0
4,18800,47.646584,-122.330444,15.0
4,19000,47.646592,-122.330444,15.0
4,19200,47.646599,-122.330444,15.0
4,19400,47.646607,-122.330444,15.0
4,19600,47.646614,-122.330444,15.0
4,19800,47.646622,-122.330444,15.0
4,20000,47.646629,-122.330444,15.0
4,20200,47.646637,-122.330444,15.0
4,20400,47.646644,-122.330444,15.0
4,20600,47.646652,-122.330444,15.0
4,20800,47.646659,-122.330444,15.0
4,21000,47.646667,-122.330444,18.1
4,21200,47.646667,-122.330431,18.1
4,21400,47.646667,-122.330418,18.1
4,21600,47.646667,-122.330404,18.1
4,21800,47.646667,-122.330391,18.1
4,22000,47.646667,-122.330377,18.1
4,22200,47.646667,-122.330364,18.1
4,22400,47.646667,-122.330350,18.1
4,22600,47.646667,-122.330337,18.1
4,22800,47.646667,-122.330323,18.1
4,23000,47.646667,-122.330310,18.1
4,23200,47.646667,-122.330296,18.1
4,23400,47.646667,-122.330283,18.1
4,23600,47.646667,-122.330269,18.1
4,23800,47.646667,-122.330256,18.1
4,24000,47.646667,-122.330242,18.1
4,24200,47.646667,-122.330229,18.1
4,24400,47.646667,-122.330215,18.1
4,24600,47.646667,-122.330202,18.1
4,24800,47.646667,-122.330189,18.1
4,25000,47.646667,-122.330175,18.1
4,25200,47.646667,-122.330162,18.1
4,25400,47.646667,-122.330148,18.1
4,25600,47.646667,-122.330135,18.1
4,25800,47.646667,-122.330121,18.1
4,26000,47.646667,-122.330108,18.1
4,26200,47.646667,-122.330094,18.1
4,26400,47.646667,-122.330081,18.1
4,26600,47.646667,-122.330067,18.1
4,26800,47.646667,-122.330054,18.1
4,27000,47.646667,-122.330040,18.1
4,27200,47.646667,-122.330027,18.1
4,27400,47.646667,-122.330013,18.1
4,27600,47.646667,-122.330000,44.2
4,27800,47.646667,-122.330034,44.2
4,28000,47.646667,-122.330068,44.2
4,28200,47.646667,-122.330103,44.2
4,28400,47.646667,-122.330137,44.2
4,28600,47.646667,-122.330171,44.2
4,28800,47.646667,-122.330205,44.2
4,29000,47.646667,-122.330239,44.2
4,29200,47.646667,-122.330274,44.2
4,29400,47.646667,-122.330308,44.2
4,29600,47.646667,-122.330342,44.2
4,29800,47.646667,-122.330376,44.2
4,30000,47.646667,-122.330410,44.2
4,30200,47.646667,-122.330444,23.8
4,30400,47.646667,-122.330427,23.8
4,30600,47.646667,-122.330409,23.8
4,30800,47.646667,-122.330391,23.8
4,31000,47.646667,-122.330373,23.8
4,31200,47.646667,-122.330356,23.8
4,31400,47.646667,-122.330338,23.8
4,31600,47.646667,-122.330320,23.8
4,31800,47.646667,-122.330302,23.8
4,32000,47.646667,-122.330284,23.8
4,32200,47.646667,-122.330267,23.8
4,32400,47.646667,-122.330249,23.8
4,32600,47.646667,-122.330231,23.8
4,32800,47.646667,-122.330213,23.8
4,33000,47.646667,-122.330196,23.8
4,33200,47.646667,-122.330178,23.8
4,33400,47.646667,-122.330160,23.8
4,33600,47.646667,-122.330142,23.8
4,33800,47.646667,-122.330124,23.8
4,34000,47.646667,-122.330107,23.8
4,34200,47.646667,-122.330089,23.8
4,34400,47.646667,-122.330071,23.8
4,34600,47.646667,-122.330053,23.8
4,34800,47.646667,-122.330036,23.8
4,35000,47.646667,-122.330018,23.8
4,35200,47.646667,-122.330000,30.5
4,35400,47.646682,-122.330000,30.5
4,35600,47.646698,-122.330000,30.5
4,35800,47.646713,-122.330000,30.5
4,36000,47.646729,-122.330000,30.5
4,36200,47.646744,-122.330000,30.5
4,36400,47.646760,-122.330000,30.5
4,36600,47.646775,-122.330000,30.5
4,36800,47.646791,-122.330000,30.5
4,37000,47.646806,-122.330000,30.5
4,37200,47.646822,-122.330000,30.5
4,37400,47.646837,-122.330000,30.5
4,37600,47.646853,-122.330000,30.5
4,37800,47.646868,-122.330000,30.5
4,38000,47.646884,-122.330000,30.5
4,38200,47.646899,-122.330000,30.5
4,38400,47.646915,-122.330000,30.5
4,38600,47.646930,-122.330000,30.5
4,38800,47.646946,-122.330000,30.5
4,39000,47.646961,-122.330000,30.5
4,39200,47.646977,-122.330000,30.5
4,39400,47.646992,-122.330000,30.5
4,39600,47.647008,-122.330000,30.5
4,39800,47.647023,-122.330000,30.5
4,40000,47.647039,-122.330000,30.5
4,40200,47.647054,-122.330000,30.5
4,40400,47.647070,-122.330000,30.5
4,40600,47.647085,-122.330000,30.5
4,40800,47.647101,-122.330000,30.5
4,41000,47.647116,-122.330000,30.5
4,41200,47.647132,-122.330000,30.5
4,41400,47.647147,-122.330000,30.5
4,41600,47.647163,-122.330000,30.5
4,41800,47.647178,-122.330000,30.5
4,42000,47.647194,-122.330000,30.5
4,42200,47.647209,-122.330000,30.5
4,42400,47.647225,-122.330000,30.5
4,42600,47.647240,-122.330000,30.5
4,42800,47.647256,-122.330000,30.5
4,43000,47.647271,-122.330000,30.5
4,43200,47.647287,-122.330000,30.5
4,43400,47.647302,-122.330000,30.5
4,43600,47.647318,-122.330000,30.5
4,43800,47.647333,-122.330000,33.5
4,44000,47.647333,-122.330026,33.5
4,44200,47.647333,-122.330052,33.5
4,44400,47.647333,-122.330078,33.5
4,44600,47.647333,-122.330105,33.5
4,44800,47.647333,-122.330131,33.5
4,45000,47.647333,-122.330157,33.5
4,45200,47.647333,-122.330183,33.5
4,45400,47.647333,-122.330209,33.5
4,45600,47.647333,-122.330235,33.5
4,45800,47.647333,-122.330261,33.5
4,46000,47.647333,-122.330288,33.5
4,46200,47.647333,-122.330314,33.5
4,46400,47.647333,-122.330340,33.5
4,46600,47.647333,-122.330366,33.5
4,46800,47.647333,-122.330392,33.5
4,47000,47.647333,-122.330418,33.5
4,47200,47.647333,-122.330444,0.0
5,0,47.646000,-122.332667,48.6
5,200,47.646000,-122.332630,48.6
5,400,47.646000,-122.332593,48.6
5,600,47.646000,-122.332556,48.6
5,800,47.646000,-122.332519,48.6
5,1000,47.646000,-122.332481,48.6
5,1200,47.646000,-122.332444,48.6
5,1400,47.646000,-122.332407,48.6
5,1600,47.646000,-122.332370,48.6
5,1800,47.646000,-122.332333,48.6
5,2000,47.646000,-122.332296,48.6
5,2200,47.646000,-122.332259,48.6
5,2400,47.646000,-122.332222,50.1
5,2600,47.646000,-122.332182,50.1
5,2800,47.646000,-122.332141,50.1
5,3000,47.646000,-122.332101,50.1
5,3200,47.646000,-122.332061,50.1
5,3400,47.646000,-122.332020,50.1
5,3600,47.646000,-122.331980,50.1
5,3800,47.646000,-122.331939,50.1
5,4000,47.646000,-122.331899,50.1
5,4200,47.646000,-122.331859,50.1
5,4400,47.646000,-122.331818,50.1
5,4600,47.646000,-122.331778,20.9
5,4800,47.646011,-122.331778,20.9
5,5000,47.646021,-122.331778,20.9
5,5200,47.646032,-122.331778,20.9
5,5400,47.646042,-122.331778,20.9
5,5600,47.646053,-122.331778,20.9
5,5800,47.646063,-122.331778,20.9
5,6000,47.646074,-122.331778,20.9
5,6200,47.646085,-122.331778,20.9
5,6400,47.646095,-122.331778,20.9
5,6600,47.646106,-122.331778,20.9
5,6800,47.646116,-122.331778,20.9
5,7000,47.646127,-122.331778,20.9
5,7200,47.646138,-122.331778,20.9
5,7400,47.646148,-122.331778,20.9
5,7600,47.646159,-122.331778,20.9
5,7800,47.646169,-122.331778,20.9
5,8000,47.646180,-122.331778,20.9
5,8200,47.646190,-122.331778,20.9
5,8400,47.646201,-122.331778,20.9
5,8600,47.646212,-122.331778,20.9
5,8800,47.646222,-122.331778,20.9
5,9000,47.646233,-122.331778,20.9
5,9200,47.646243,-122.331778,20.9
5,9400,47.646254,-122.331778,20.9
5,9600,47.646265,-122.331778,20.9
5,9800,47.646275,-122.331778,20.9
5,10000,47.646286,-122.331778,20.9
5,10200,47.646296,-122.331778,20.9
